Time,Point1.x,Point1.y,Point1.z,Point2.x,Point2.y,Point2.z,Point3.x,Point3.y,Point3.z,Point4.x,Point4.y,Point4.z,Point5.x,Point5.y,Point5.z,Point6.x,Point6.y,Point6.z,Point7.x,Point7.y,Point7.z,Point8.x,Point8.y,Point8.z,Point9.x,Point9.y,Point9.z,Point10.x,Point10.y,Point10.z,Point11.x,Point11.y,Point11.z,Point12.x,Point12.y,Point12.z,Point13.x,Point13.y,Point13.z,Point14.x,Point14.y,Point14.z,label
50:45.5,0.485444587,0.184677936,0.111475268,-0.172323957,-0.619118214,0.039703131,-0.172111213,-0.619726419,0.040448666,-0.17264688,-0.619839728,0.040442944,-0.171296671,-0.619811773,0.071757555,-0.17087777,-0.621096909,0.071273804,-0.171535373,-0.622376323,0.071836472,-0.076603234,-0.626232684,-0.001443148,-0.087408669,-0.636107028,0.128092766,-0.127176479,-0.569965601,0.049765348,-0.13139306,-0.570628345,0.086374521,0.003412183,-0.545594096,-0.079363823,-0.044316296,-0.527056575,0.211019278,-0.160339057,-0.702862501,-0.155769587,0
50:46.1,0.638944674,0.378770015,-0.021366008,-0.204089582,-0.655310214,0.046290398,-0.203593865,-0.655995071,0.046932697,-0.203857899,-0.656450152,0.0467453,-0.204414114,-0.658812761,0.080131292,-0.204125389,-0.659825683,0.079801559,-0.204766214,-0.661185145,0.080585718,-0.105168074,-0.641450346,0.003264189,-0.122517034,-0.667491138,0.142350197,-0.16379483,-0.602857471,0.052866459,-0.168944806,-0.607311308,0.093743086,-0.011357914,-0.515644014,-0.069845676,-0.039315764,-0.501087964,0.232252359,0.138287112,-0.383095175,-0.158426404,0
50:46.9,0.473895186,0.214137504,0.103382175,-0.145207137,-0.666306257,-0.012194872,-0.145045534,-0.666890264,-0.011407375,-0.145548686,-0.666924536,-0.011474133,-0.143703356,-0.668828607,0.017956734,-0.143371969,-0.67013979,0.017612934,-0.143940747,-0.671390176,0.018213034,-0.055291403,-0.644074202,-0.05381465,-0.06105179,-0.661243021,0.071661472,-0.117986493,-0.609504819,-0.003320932,-0.119849175,-0.612250566,0.032143831,-0.022718443,-0.523823202,-0.137246162,-0.030996833,-0.518123031,0.164611101,-0.246848345,-0.632006168,-0.174233675,0
50:47.6,0.553315234,0.169714455,0.019285023,-0.154057041,-0.668386877,-0.033136606,-0.15366587,-0.669150829,-0.032380342,-0.154017657,-0.669311047,-0.032706976,-0.170297563,-0.670387328,-0.006983519,-0.169832826,-0.671459913,-0.00757122,-0.170486405,-0.67285645,-0.006708622,-0.051890347,-0.642377794,-0.01096487,-0.136967003,-0.657072604,0.089768887,-0.123073995,-0.607076705,-0.020962954,-0.149499759,-0.609504402,0.007338285,0.012615251,-0.53447485,-0.067964107,-0.094307974,-0.538059652,0.17950058,-0.005725759,-0.70405376,-0.185444355,0
50:48.3,0.52051816,0.217283228,0.191543312,-0.189803883,-0.612763107,-0.037556887,-0.189537749,-0.613257468,-0.036870718,-0.190077081,-0.613418818,-0.037020445,-0.197218433,-0.611937165,-0.006270409,-0.196683899,-0.612995565,-0.006825209,-0.197617188,-0.614324629,-0.00617218,-0.084347889,-0.621742666,-0.051240206,-0.130009651,-0.624493301,0.078537464,-0.150347695,-0.560980439,-0.021635532,-0.164888084,-0.560039818,0.014559746,0.018228786,-0.539006948,-0.088966779,-0.08375445,-0.510918856,0.179833651,-0.062130846,-0.748718679,-0.123494267,0
50:48.9,0.522980404,0.274976388,0.270644125,-0.203357846,-0.586398661,0.057058334,-0.203064173,-0.586852193,0.0580163,-0.203615561,-0.587162137,0.05774045,-0.206696972,-0.583674967,0.090002537,-0.206107154,-0.584833443,0.08950448,-0.207040936,-0.586148202,0.090116739,-0.102383308,-0.607076883,0.034896135,-0.133445799,-0.60400039,0.168940067,-0.154618859,-0.539743185,0.071080208,-0.16483964,-0.536527634,0.108373642,0.000882182,-0.540994525,-0.010348976,-0.07104037,-0.470306516,0.241581678,-0.0701418,-0.713532746,-0.025352716,0
50:49.6,0.503521544,0.288995075,-0.014294484,-0.176953018,-0.59919107,0.032044411,-0.176632673,-0.60003233,0.03300786,-0.176953465,-0.600156486,0.032773733,-0.176642984,-0.596886158,0.065026045,-0.176372603,-0.598205209,0.064248323,-0.176548064,-0.599507809,0.065048695,-0.078651451,-0.615395427,-0.00909996,-0.086427517,-0.614146233,0.128069401,-0.130295619,-0.554226637,0.039248466,-0.133647665,-0.551669896,0.078924656,0.016941626,-0.556292832,-0.100871861,-0.027513418,-0.458469927,0.191423178,-0.127316058,-0.689816356,-0.288229823,0
50:50.3,0.500005049,0.23170999,0.065762247,-0.161050454,-0.603496969,0.025666237,-0.160707757,-0.604042172,0.026542902,-0.161114275,-0.604158759,0.026429415,-0.160113156,-0.6038481,0.060611963,-0.159727082,-0.604970336,0.05985713,-0.160246447,-0.606254101,0.060522318,-0.059939116,-0.616966128,-0.019369364,-0.070772678,-0.626055717,0.123325348,-0.117995098,-0.556055129,0.036791563,-0.122463048,-0.556382895,0.077096462,0.033580292,-0.543909669,-0.0997594,-0.018742224,-0.507073939,0.205690384,-0.082572237,-0.683174491,-0.247608304,0
50:51.0,0.49415583,0.218766102,0.153233699,-0.209269285,-0.601092279,-0.006857634,-0.209028542,-0.601562798,-0.006089211,-0.209505856,-0.601677775,-0.00625205,-0.208402976,-0.601857662,0.0286479,-0.207939684,-0.602958143,0.028028488,-0.20879291,-0.604251444,0.028718948,-0.104385659,-0.617878616,-0.052462101,-0.116707511,-0.626316726,0.09545517,-0.162222892,-0.554215014,0.003738642,-0.166851193,-0.554838002,0.045176744,0.009883499,-0.544517756,-0.105285116,-0.057290491,-0.520513356,0.184166908,-0.107441388,-0.753905952,-0.174155474,0
50:51.8,0.501199132,0.20181585,0.045299293,-0.185213521,-0.599805534,-0.024205685,-0.184935048,-0.600403726,-0.023427486,-0.185411945,-0.600510836,-0.023637772,-0.188164249,-0.599657238,0.009794712,-0.187752724,-0.600727975,0.009221315,-0.188455924,-0.602077067,0.00977087,-0.080673866,-0.617283344,-0.057475567,-0.108382061,-0.622273207,0.082190037,-0.138700396,-0.552063525,-0.012196064,-0.147788927,-0.551402867,0.027627707,0.0351451,-0.542060971,-0.115631305,-0.060604896,-0.535892129,0.163794279,-0.065136857,-0.707406521,-0.212806344,0
